id,label,pred
Math-50-patch60-tbar-incorrect-generated,1,1
Math-50-patch61-tbar-incorrect-generated,1,1
Math-50-patch62-tbar-incorrect-generated,1,1
Math-50-patch63-tbar-incorrect-generated,1,1
Math-50-patch64-tbar-incorrect-generated,1,1
Math-50-patch65-tbar-incorrect-generated,1,1
Math-50-patch66-tbar-incorrect-generated,1,1
Math-50-patch67-tbar-incorrect-generated,1,1
Math-50-patch68-tbar-incorrect-generated,1,1
Math-50-patch69-tbar-incorrect-generated,1,1
Math-50-patch70-tbar-incorrect-generated,1,1
Math-50-patch71-tbar-incorrect-generated,1,1
Math-50-patch72-tbar-incorrect-generated,1,1
Math-50-patch73-tbar-incorrect-generated,1,1
Math-50-patch74-tbar-incorrect-generated,1,1
Math-50-patch75-tbar-incorrect-generated,1,1
Math-50-patch76-tbar-incorrect-generated,1,1
Math-50-patch77-tbar-incorrect-generated,1,1
Math-50-patch78-tbar-incorrect-generated,1,1
Math-50-patch79-tbar-incorrect-generated,1,1
Math-50-patch80-tbar-incorrect-generated,1,1
Math-50-patch81-tbar-incorrect-generated,1,1
Math-50-patch82-tbar-incorrect-generated,1,1
Math-50-patch83-tbar-incorrect-generated,1,1
Math-50-patch84-tbar-incorrect-generated,1,1
Math-50-patch85-tbar-incorrect-generated,1,1
Math-50-patch86-tbar-incorrect-generated,1,1
Math-50-patch87-tbar-incorrect-generated,1,1
Math-50-patch88-tbar-incorrect-generated,1,1
Math-50-patch89-tbar-incorrect-generated,1,1
Math-50-patch90-tbar-incorrect-generated,1,1
Math-50-patch91-tbar-incorrect-generated,1,1
Math-50-patch92-tbar-incorrect-generated,1,1
Math-50-patch93-tbar-incorrect-generated,1,1
Math-50-patch94-tbar-incorrect-generated,1,1
Math-50-patch95-tbar-incorrect-generated,1,1
Math-50-patch96-tbar-incorrect-generated,1,1
Math-50-patch97-tbar-correct-generated,0,0
Math-57-patch0-tbar-correct-generated,0,0
Math-57-patch1-tbar-incorrect-generated,1,0
Math-58-patch0-tbar-correct-generated,0,0
Math-58-patch1-tbar-incorrect-generated,1,1
Math-70-patch0-tbar-correct-generated,0,0
Math-75-patch0-tbar-correct-generated,0,0
Math-77-patch0-tbar-correct-generated,0,0
Math-79-patch0-tbar-correct-generated,0,0
Math-79-patch1-tbar-incorrect-generated,1,0
Math-79-patch2-tbar-incorrect-generated,1,0
Math-79-patch3-tbar-incorrect-generated,1,0
Math-79-patch4-tbar-incorrect-generated,1,0
Math-79-patch5-tbar-incorrect-generated,1,0
Math-80-patch0-tbar-incorrect-generated,1,0
Math-80-patch1-tbar-incorrect-generated,1,0
Math-80-patch2-tbar-correct-generated,0,0
Math-80-patch3-tbar-incorrect-generated,1,0
Math-80-patch4-tbar-incorrect-generated,1,0
Math-80-patch5-tbar-incorrect-generated,1,0
Math-80-patch6-tbar-incorrect-generated,1,0
Math-80-patch7-tbar-incorrect-generated,1,1
Math-80-patch8-tbar-incorrect-generated,1,1
Math-80-patch9-tbar-incorrect-generated,1,0
Math-80-patch10-tbar-incorrect-generated,1,0
Math-80-patch11-tbar-incorrect-generated,1,1
Math-80-patch12-tbar-incorrect-generated,1,0
Math-80-patch13-tbar-incorrect-generated,1,0
Math-80-patch14-tbar-incorrect-generated,1,0
Math-80-patch15-tbar-incorrect-generated,1,0
Math-80-patch16-tbar-incorrect-generated,1,0
Math-80-patch17-tbar-incorrect-generated,1,0
Math-80-patch18-tbar-incorrect-generated,1,0
Math-80-patch19-tbar-incorrect-generated,1,0
Math-80-patch20-tbar-incorrect-generated,1,0
Math-80-patch21-tbar-incorrect-generated,1,0
Math-82-patch0-tbar-incorrect-generated,1,0
Math-82-patch1-tbar-incorrect-generated,1,1
Math-82-patch2-tbar-incorrect-generated,1,0
Math-82-patch3-tbar-incorrect-generated,1,0
Math-82-patch4-tbar-incorrect-generated,1,0
Math-82-patch5-tbar-incorrect-generated,1,0
Math-82-patch6-tbar-correct-generated,0,0
Math-82-patch7-tbar-incorrect-generated,1,0
Math-82-patch8-tbar-incorrect-generated,1,0
Math-82-patch9-tbar-incorrect-generated,1,0
Math-82-patch10-tbar-incorrect-generated,1,0
Math-82-patch11-tbar-incorrect-generated,1,0
Math-82-patch12-tbar-incorrect-generated,1,0
Math-82-patch13-tbar-incorrect-generated,1,0
Math-82-patch14-tbar-incorrect-generated,1,0
Math-82-patch15-tbar-incorrect-generated,1,0
Math-82-patch16-tbar-incorrect-generated,1,0
Math-82-patch17-tbar-incorrect-generated,1,0
Math-82-patch18-tbar-incorrect-generated,1,0
Math-85-patch0-tbar-incorrect-generated,1,1
Math-85-patch1-tbar-correct-generated,0,0
Math-85-patch2-tbar-incorrect-generated,1,0
Math-85-patch3-tbar-incorrect-generated,1,1
Math-85-patch4-tbar-correct-generated,0,0
Math-85-patch5-tbar-incorrect-generated,1,1
Math-85-patch6-tbar-incorrect-generated,1,1
Math-85-patch7-tbar-incorrect-generated,1,1
Math-85-patch8-tbar-incorrect-generated,1,1
Math-85-patch9-tbar-incorrect-generated,1,1
Math-85-patch10-tbar-incorrect-generated,1,1
Math-85-patch11-tbar-incorrect-generated,1,1
Math-85-patch12-tbar-incorrect-generated,1,0
Math-85-patch13-tbar-incorrect-generated,1,0
Math-85-patch14-tbar-incorrect-generated,1,1
Math-85-patch15-tbar-incorrect-generated,1,1
Math-85-patch16-tbar-incorrect-generated,1,1
Math-85-patch17-tbar-incorrect-generated,1,1
Math-85-patch18-tbar-incorrect-generated,1,0
Math-85-patch19-tbar-incorrect-generated,1,0
Math-85-patch20-tbar-incorrect-generated,1,1
Math-85-patch21-tbar-incorrect-generated,1,1
Math-85-patch22-tbar-incorrect-generated,1,1
Math-85-patch23-tbar-incorrect-generated,1,1
Math-85-patch24-tbar-incorrect-generated,1,1
Math-85-patch25-tbar-incorrect-generated,1,1
Math-85-patch26-tbar-incorrect-generated,1,0
Math-85-patch27-tbar-incorrect-generated,1,0
Math-85-patch28-tbar-incorrect-generated,1,0
Math-85-patch29-tbar-incorrect-generated,1,1
Math-85-patch30-tbar-incorrect-generated,1,1
Math-85-patch31-tbar-incorrect-generated,1,1
Math-85-patch32-tbar-incorrect-generated,1,0
Math-85-patch33-tbar-incorrect-generated,1,0
Math-85-patch34-tbar-incorrect-generated,1,0
Math-85-patch35-tbar-incorrect-generated,1,1
Math-85-patch36-tbar-incorrect-generated,1,1
Math-85-patch37-tbar-incorrect-generated,1,1
Math-85-patch38-tbar-incorrect-generated,1,1
Math-85-patch39-tbar-incorrect-generated,1,1
Math-85-patch40-tbar-incorrect-generated,1,1
Math-89-patch0-tbar-correct-generated,0,0
Mockito-26-patch0-tbar-correct-generated,0,0
